Username,Comment,vader_sentiment
@oriashkenazi4306,"amazing thank you, very practical .",1
@georgiana1788,Very useful! Thank you! ,1
@-v-6587,Thanks it was very helpful ,1
@currenttrendtv8920,Should a key be generated when you are working in https? or you just do your push directly?,1
@raghavbhardwaj3192,"Great tutorial, Gwen!",1
@kia808,Thank you so much gwen ,1
@andrerodon3921,Thank you for this video!,1
@guilhermecampos8313,I need an advice about account creation. What do you guys recommend? Should I use a personal email for Github or I should create a professional email for it?,1
@TheFirebolt2010,Absolutely loved it!,1
@avciua8082,Is 12 pm while I am watching this video and the bright theme just bilded me,1
@olivierc.8364,"@15:04, you clone with SSH while the section on SSH is later in your tutorial. Why?",1
@RHSGH,Thanks a lot for sharing your knowledge.,1
@TimeTraveler1900,Awesome video! Thank you,1
@jojomailafiya1487,"Hey, I still don't understand Git branching buh imma just watch again and see",1
@mishalinhart1872,Thanks!,1
@mohsenpasdar8159,"The video was great, but there were too many ads. I wish there were fewer ads—it was quite distracting!",1
@raman2954,"Another query is on branching.
When we want to switch between branches we use ""git checkout"" command. 
Let us say we are on a feature branch. To move to Master branch, we use ""git checkout"" command. 
But, checkout has a different meaning.
What has the word ""checkout"" got to do with switching please?",1
@yakubujulia9096,"Am stuck at 24:17
That part isn't working for me cause am using windows
please I need help",1
@etelkin,Great explanation!,1
@shawnxihaowu,Thank you for this video!,1
@DenizTurkben,"That's great video, thanks!",1
@empitrix,Learned lots of things!,1
@mirogeorgiev7095,"Not bad, congratulations and thank you.",1
@abhirajbhatta1967,"great video, helped a lot",1
@RashidAli-ko8ul,thank you thats is very helpful for me,1
@hddh5917,Learning how to save your code is more complex than coding itself.,1
@christopherwashington9448,"Great tutorial! But I still have a question and couldn't figure out.
""git push -u origin branch_name""
The branch_name here is the current local branch or the remote branch?
People give different answers about it!
Thanks!",1
@AyushKumar-kz7or,excellent session...!!!,1
@prabhdeep155,"The lady has beautiful aura and excellent clear voice , which is easily understandable.",1
@andyjones593,"Hi Gwen @FaradayAcademy
Thank you very much for this Git for beginners - Crash Course!
I have an issue and created an SSH key with an incorrect email address! What can I do to correct this?
I tried a Stackoverflow solutions for editing and removing the key, but they both threw up errors!
Can you please help?
Many thanks ",1
@Sjjeien,"Moral of the story :

Dont watch this tutorial unless you have mac or linux os",1
@FazalWadood-nr4lp,how do we list everything including hidden on windows in 16:37,1
@hemanthbysani592,Thanks a lot for the amazing video,1
@talaqalotaibi,الي فهمته اذا بحساب تفقد المحتوى ولذا بدون حساب يستهدف المحتوى لو انك فوق سطح القمر ,1
@daglok3196,"omg its so great, you are great teacher",1
@michaelwilkinson8531,Really loved it thanks,1
@bhavatarini5995,That was a great tutorial.,1
@dbhat3339,Why cant all courses be so clear and good?,1
@NgmNipsey,Thanks for the great work,1
@yuerongzhi,"We do git push request instead for pushing my branch's change to master branch, not git pull request",1
@SagarSingh-ie8tx,Very Nicely Explained ;),1
@umarumarabubakar2100,it was really helpful thank you,1
@asmitasharma9866,This was a great course,1
@sanchitrahate,"25:00 it's asking me a ""authenticator pin"" after i enter ssh-add -K ~/.ssh/keygen command
What should i enter??",1
@TheAIFramework,How do you get the terminal to look like that? Is it a VSCode extension or some sort of external installation... I really want it :),1
@yulduzyuldasheva7462,Thanks it was helpful!,1
@DebugDiariess,Is this video enough to learn all there is to know about git and github,1
@davidbrown4868,Very nice explanation. Thank you.,1
@deeper_learning,Thanks for the great video.,1
@rptechplex,Awesome! Thank you.,1
@MortezaHajizadeh-o3k,"In 2025 , Its steel the best video for begginers!",1
@madrukus5833,super detailed thanks,1
@haydenlloyd2415,Thank you Gwen!,1
@dinushachathuranga7657,Thanks a lot for amazing video,1
@hbsvidu,"Thanks 
This is very useful",1
@ThatWeirdThing21,"excelent video, thanks",1
@farrukhfida212,Thanks.. i learn a lot,1
@karim8030,excellent explanations,1
@sathwikcm7,"i did not understand the part SSH part , where does she types all that ?? terminal ?? GITBASH?? where i am not able to get it !! someone please help me",1
@MultiPauleee,"question: on 25:20 when adding your ssh private key to the ssh-agent.. it asks me for a authentification PIN..? what pin is that.
thank you very much for your help guys",1
@moufdibafdel3534,thank you great job great job  ,1
@euphrates9083,you are a great person mam,1
@HAMMADMUSTAFA-x3d,Thanks for this!,1
@kashyabmaharjan,Thank you for the video.,1
@fishertech,"20:32 to 20:36, can someone explain what happened? Do I type the SSH key related stuff in the terminal in the local repo? The sudden screen change has me thrown off. 
Now if that is the case (I tried in the terminal and I was able to generate a key - how do I list the keys? ls | grep keyname does not work. I am on Windows. I tried ls -la | grep keyname too. Total beginner here",1
@solangebrugnatelli,"Girl, you are awesome!",1
@JacMarTim,Great tutorial!,1
@pankajsehrawat1719,super duper beginner tutorial.,1
@shane045,Great explanation,1
@platanoutp9288,"That was a great explanation, thank you so much for this video ",1
@mpack235,"As this is the first time i'm learning git, i feel sometimes confused about what you explain, and i'm not sure if it's because you don't explain it well, or is it just me expecting git to be perfect? in the end you still know more then i do so i'll compare your explanation to kevin or forest knight.
i started watching these guys first then since i trust freecodecamp's organized style of explaining things(  because i learn from them), i started with your video first.

when i watched kevin's git tutorial, i noticed for unstaging he used restore -staged not reset, also for branching he used git branch branch_new_name but you used checkout ...
thanks , you slow speech helped stabilize first-impact ideas of git in my head. =)
happy coding.",1
@LANDANDEVENECIA,so helpful thank you!,1
@EscapistCoder,at 20:58 what terminal she is using?,1
@olinabin2004,"for personal purpose:)

git branching --later
undoing --later",1
@xkr2,"Excellent video! 
You touched upon many of the common use cases in an hour. Also loved how you talked about 2 specific workflows, one which is entirely on Git vs the other one via GitHub and which involves pull requests, the more typical case for some users. Really good:)",1
@markfalk,Great tutorial!,1
@farahnissa8018,thank you gwen! :),1
@mmuja929,"thank you, great video",1
@Codian-ug7gg,Thank you Gwen!,1
@markndibui,Thank you for this.,1
@paul-cl3el,what extension  that is used in the video that can show the detail information in the terminal ?,1
@lucasduarte4859,23:42 ctrl + shift + c → copy from terminal,1
@ЯИСЛАМ-ь3ж,very useful THANKS!,1
@Mahdi_gh_sh,It was very usefull and great,1
@437A07鄭芳雯,nice video! really helpful~~,1
@fakhrikharrat,Thanks  EXCELLENT VIDEO,1
@mecharenastuff,"Is there any way to customize my personal dashboard? I'm so. close to creating the perfect workflow, I just need to edit what shows up in the ""browse activity"" section!",1
@sohamagarwal00,amazing tutorial!,1
@kourosh234,"Is there a way to create push request for already committed and pushed work on github?
I want to create a pull request for each of my previously committed work on main branch",1
@MrMortonFizzback,"This was super helpful, thank youu",1
@JavaArise,Am using intellij how do I go about it?. Since you are using visual studio for the tutorial.,1
@WarisHussain-p3x,where did you created keys after doing a commit you showed how to create a key but didn't tell where what did you use did terminal for the push,1
@Utube87madg,"thank you , you are a great  at teaching",1
@vsivakrishna9647,you are doing god's work :),1
@abdiqaniaden4976,I was stucked at creating SSH key. please add that to course next time,1
@kasamadhu3509,"great teaching , thank you",1
@ickletech2960,thanks learned a lot,1
@doncorleon734,That’s was really helpful,1
@hirenmistry007,Thanks. Very useful..,1
@kubraisik6762,This tutorial has been published three years ago. Do you think this is still up to date and meet current needs?,1
@juliuscesar4176,"Outstanding, a dumb old guy like me can follow, thanks",1
@namanchhabra4136,Appreciable ,1
@sagarjain9203,The groot behind made me smile,1
@bobby770,Thank you so much ma'am,1
@Manikandan-nn2bw,Loved it ,1
@phanquochung3924,Great teacher,1
@QaiserMuhammad,Simply Perfect,1
@lordhuzi3316,hey great turorial BTW are u actually a descendent of Micahel Faraday or what is your relation to the Great MIcahel Faraday,1
@mustaphamomo9315,Thank you so much !,1
@mrpromisetv469,"I stop at 15.08. 
After cloning 
Git Demo didnot work, wot d solution. I need help",1
@ayushsrivastava9364,"As the video is 3 years old, wanted to ask if this is still valid or are sections outdated due to any updates/revisions? Pinging @FaradayAcademy as well",1
@moustafagebal5366,What is the name of the terminal you are using? I cant see branch names as I am working in windows power shell.,1
@johndeboer8597,Very good course!,1
@MarkRakitin,Hi! Good course!,1
@Native7i,"Is this Crash Course due for a new revision or need updated Course?
Thanks!",1
@brioquery,Excellent video.,1
@rakenduvadana2275,Thank you so much!,1
@لوسيفرجبريل,that was good. thank you,1
@dbetawebagency,Great work!,1
@alibacyari,Thanks for this video,1
@ndemazizou9866,Great tutorial,1
@yoavmor9002,51:52 General Kenobi!,1
@addadd8784,Thank you very much.,1
@senecio6640,Ooh!! That's a lot of info,1
@sayedbasha3902,nice explanation,1
@joannetsai8124,Thank you so much!!,1
@dustinhxc,Thank you! ,1
@dgtlalchmst,"FWIW, 

git add vs git commit
----------------------------------
- ""git add"" sends a modified file in your working repository to the staging area; files are NOT committed
- ""git commit"" saves files from the staging area; takes a snapshot of your repository's current state, and creates a new revision with a log. each version has a unique identifier.

commit vs push
--------------------------
- commit only saves files locally 
- push sends committed (saved) files to a [specified] remote repository

working directory --> staging area --> local repository --> remote repository
--------------------------------------------------------------------------------------------------------------------------
working directory files are sent to the staging area via ""git add"". 
staging area files are added and saved to your local repository via ""git commit"".
local repository files are added to a remote repository via ""git push"".

the rabbit hole is deep. Happy new years!",1
@Aldelirium,the whole Adding your SSH key to the ssh-agent thing did not work.,1
@burakkurt5155,Thanks for video.,1
@ZhannieOrlova,can you deploy different branches without merging them together?,1
@amanthasandun,what is the extension that you use for vscode teminal,1
@bestofkings9793,i tried to bring up the .git file with the code you gave it does'nt work,1
@antudippolito1183,"really usefull, thanks",1
@玩家1-k2t,"59:00
watched, thx a lot",1
@memohamed5046,Is this enough basics for both git and github? Is it still valid?,1
@oliverfuchs8198,"Hello. I am using Linux Mint. How can I toggle the command prompt like you have? A Git repository is automatically detected and the branch is displayed in the prompt.
Thanks
Best regards
Oliver Fuchs",1
@cse10allenzopaul59,"For the 2024 viewers it is ""git push origin main"" as per the latest updates",1
@abdulkadirbiffo8937,"1:01:19, ""git reset [hash] or git reset --hard [hash]"" is not working for me.",1
@Typhoon860,I never see git master and git status doesn't work. I have clicked and typed everything exactly as you said.,1
@godaimer999,40:00 merge branches,1
@ZerubabelJember,"super special thank you so much:
You helped me a lot and teach me all the concepts of git and GitHub just by holding my hand!!",1
@crispytek6783,"whenever I make changes to the file they are highlighted as red or green but are never marked modified and hence the git status command does not detect it and just says that there are no changes that are unstaged... please help, I simply CANNOT find a solution to this anywhere on the internet",1
@dingdongman5784,"After generating the key when I go to the add key part it says no such file or directory. Saw a couple comments saying I need to switch yo the .ssh folder on my device, but it simply doesnt exist for some reason?? Ive generated the keys in a couple different ways still cant seem to find the ssh folder on my device. any help will be greatly appreciated.",1
@jamalyarfoor5798,"OK, great to know!",1
@kiwioil0c697,"For anyone who got confused in the SSH key part

https://www.youtube.com/watch?v=mNtQ55quG9M

Use this to learn how to make a key
from what ive learnt
an SSH key is basically something you can use to like push something to ur repo safely with encryption n stuff",1
@excelakachukwu2660,Can i use git with the http format rather than the ssh route?,1
@aaryaaa933,"36:46 q to exit git branch
37:00 git checkout",1
@junaiid0104,THANK YOU MAM !!!!,1
@bhavyashah3249,"wait she said we need ssh keys to push to github, but we were able to do it without ssh in the example before right? can someone please kindly explain :)",1
@mukuliskul,Amazing video!!,1
@mojtabanourani9988,Awsome! thanks,1
@manarelnemsa,Thank you ,1
@BomalDeSilva,Thank you !,1
@sambat2193,Didn’t even realize GitHub had a light mode,1
@arminmesic7273,"Update this video. So many things have changed. And make one for windows as well, we are not all using Mac OS. Couldn´t complete it",1
@alhassanmohammed9337,"well tought, thanks.",1
@ddw1518,"Hi all,
does anyone knows why my terminal only shows the folder name only, the git:(master) doesn't show at all? And my terminal is only  white color, how do I get the extra features of terminal like Gwen Faraday ? Thank you.",1
@HearsH96,"She didn’t explain the importance of directory matching for terminal, ssh authentication.
I still haven’t solved my failed connection to GitHub servers to clone the repository",1
@bugi6606,This is so good video.,1
@vigneshramanathan6108,"I felt like a pictorial example for Push, pull and merge commands would have been more helpfull.",1
@akinwalefemi8728, you make my year,1
@sinner4453,Thanks a ton!!,1
@zonyzipper7589,Great video!,1
@spianny,Thanks!!,1
@cool_doge_33,Thanks a lot!,1
@mohamedsalimcharghy3195,Hey to everyone watching the Video nowadays you should know that they have changed the Name Master to main,1
@mycollegeLife.,thankyou faraday,1
@ftballhub,Nice video but you should probably have shown how to use it on other OS.,1
@poojasuresh8474,"For Windows its ""ls"" right ..to check all the files on that directory?",1
@heshamabuzaid4293,thank you so much.,1
@himu1901,"After ""git push origin master"" command, I am getting this error in VS Code -

ERROR: Repository not found.
fatal: Could not read from remote repository.

Please make sure you have the correct access rights
and the repository exists.

Help.",1
@Gochi2000,under ssh keys.. how did you return the testkeys(pub and private)...it just magically appeared,1
@Ricocase,Are ‘clone’ and ‘pull’ synonymous?,1
@nayeemx11,"Mam, I have facing some problem on GitHub, can you please solve it.

After pushing my flutter project, the language specification is showing the project is written in C++ mostly. But this project is written in Dart.",1
@RabeeQasem,"how to make the terminal show the ""filename"" git:(branch) rather than the path",1
@rolco6536,"I still don't understand about SSH Public and Private key, could you please explain it with simpler explanantion? :)",1
@michaelday6987,"Just an FYI. In 2023, the origin branch is now Main, not master.",1
@irokovictor5782,Thank you!!,1
@crystalthedeveloper,Thank you! ,1
@akinwunmiorioke5848,What is the difference between clone and pull command,1
@jesse810,I'm Havering over this darn thing I can't get registered because I have ppl who feel the need to control everything and every one!,1
@niramay17,"can anyone help me with the SSH key and then adding it, I'm on Windows and I'm lost",1
@AlinaKlein953,that was just perfect,1
@patrick-royce,excellent! ,1
@miquelmauri5277,When I become a programmer I will make something so people do not have to study a college grade just to upload code,1
@aliassaf8782,great intro,1
@universal1755,very helpful.,1
@raidoung4100,"1:07:00 just for my reference ;d gotta go back 15 seconds if something ,i dont think i slash well ;d kurf malo, nastepnego dnia musze wiecej zrobic hehehe",1
@D4FChennel,"yes . she is great then great. Love it , thx . XRP to the moon",1
@windsendless3051,That's awesome!,1
@BethaAlpha,Thanks ,1
@keler50213,great video!,1
@loganbender1562,"A good tutorial but now outdated, as the git Hub UI and options have changed a bit in `22 ; you have to figure some stuff out.",1
@ashwinkapile1638,Great Video !,1
@havehalkow,So if I use Sublime text instead of visual studio than I can't use github,1
@aadityamittal3588,Great video...,1
@kanteez,Thank you.,1
@SGTrainingStable,How do you upload an entire project folder to GitHub?,1
@trenholmelodge1820,"All these great videos that are difficult to read because it is white on BLACK., unless this is something I can change but I have not been able to find a setting that will do this. Please change to black on white.",1
@isscaibnzehra8717,Thank You!!!!,1
@jeddforschool8102,"I was so lost at 17:27 when the ""M"" appears next to the README file name. Took me forever to realize you have to save the current file you're in for that to appear. Seems like an important thing to mention.",1
@sonickiller,Done. Thanku,1
@salahal_salahi3935,Thanks ,1
@malpa3,It was really good,1
@zoserquenaya3193,thanks a lot!,1
@edu_stuff_code2201,"22:51 windows equivalent of cat is ""type""",1
@sepehrnem9773,Thank you :),1
@Black-xy4pj,thank you!,1
@hemangseth3726,Which OS are you using ig it is not debian based?,1
@MACDOLLARTV,"kindly help me out.
got stack generating the ssh key. using windows",1
@wwaqashussain,Thanks,1
@TheShmrsh,i still really dont get why i have to use those commands if Visual code does this perfectly fine in UI,1
@akkibhatt,great job,1
@vovamiix,thank you !!!,1
@apssaraganesh1514,What is the difference between command line interface and command line?,1
@willmelvin1384,you go girl.,1
@lydiamakena8836,Thankyou ,1
@bele44,How come i have main with first repo-demo and with repo-demo2 i have master?,1
@kiplimosimon1429,Amazing content,1
@KnOtoUt,very helpful,1
@frankhinrichsen5643,Is there a way to create the REPO from code?,1
@tomasmatusek6292,"the autocomplete not working for ins, it work for me only for fea(then it autocomplete the word)",1
@So_Much_WiNNiNG,"so ""fork"" is nothing more then choice of term/diction? its just as easy to call it ""clone"" if clone wasnt already used? your taking an entire set of code with branches and all and start playing with it yourself? then you want to say "" hey i made some useful changes "" and you do a pull request that the main branch owner would have to accept? would it then become a branch? feedback: you look great with longer hair..",1
@jelena6997,"could you help me please visual studio encoder says that it doesnt recognize the ""git"" word when i want to pull the repo from github please if anyone has a solution i will be so grateful",1
@lucksimi3320,"Hi

How to copy the repo to python and run it? thanks",1
@LuisVillafranca,"I'm not getting the same thing. When I write ""code clone"" I get a prompt that says ""bash: code: command not found"" Can anyone help please :)",1
@sagardarade,Perfect ,1
@wownnames,"hi - this is a great tutorial. thank you posting. a couple of comments:
1. it would have been super helpful to show how to set up ssh earlier on. I struggled because I had never set up an SSH key in GitHub and the way the tutorial is laid out it is unclear how to set up SSH. I found my answer on stack overflow however.

2. how do you get your terminal to be set up like that where it shows the branch? my terminal doesn't show anything to indicate I am in git or which branch I am in (not in VS code and not in terminal either). 

thanks again!",1
@mrmotomoto,Wonderful!,1
@TrueWolfY,"51:51
General Kenobi",1
@TheViralGeek,"if i had made a webpage using html and css.
NOW HOW TO MENTION THIS PROJECT on resume?????
is there any way????",1
@Smithandwess,"My vscode terminal doesn't display the current branch like Gwen's does. I'm on mac also, anyone found the solution to this ?",1
@superbin6021,what a sweet voice,1
@dng7470,Thank you!,1
@kofiboateng2153,Good job,1
@asaadfayyaz,Thank you,1
@StepanIzvolskii,Thank you,1
@ellepress,Thank you,1
@Alain9-1,Thank you,1
@RulesofNature_Maths,Thank you,1
@rahulsaichintala6660,Thank you,1
@hereliesadvaith,Thank you,1
@kguruprasad2121,Thank you,1
@marvelouschinedozie1373,Perfect ,1
@notlight4968,THANK YOU,1
@rajatthakur7312,"Why do you keep clearing the screen every second? otherwise it is a very good video, thank you",1
@ARShortVideo,how are in git setup in install to termux i all command very information in termux to git setup,1
@kyoungkang552,awesome video.,1
@ankushmaity2635,"git cd demo is not working it shows me --
'cd' is not a git command. See 'git --help'",1
@astrodeeptej,ssh key part for windows?,1
@runefimland6208,"Hi
You use pbcopy command. That is exclusively for mac. Linux do not have that command.",1
@tomduke558,i like your voice indeed,1
@anakdosq2406,Thanks sir,1
@Ed-ip2sg,This was a good tutorial but it’s getting a little out of date.  Still able to figure things out.,1
@sebesh717,very helpfull,1
@berhanuworkie4744,Woow !!! Amazing!!!,1
@chrisk19791,How... tf... did she move that demo-repo2 folder outside of the demo-repo folder after creating it inside it???,1
@josephaggrey9972,Nice one,1
@vikihamburgrová,in what do you run the ssh code,1
@OpeLeke,"with due respect, this tutorial went awry right around the 15 min mark. All the best",1
@nasima595,Yousaf Kamal ️️️️️,1
@aubCodes,thank you,1
@ilya_123__,thank you,1
@payek6221,thank you,1
@ahmedaminebenelmalih2353,"there was an update in github..
i hope nothing big was charged",1
@infintylyf2868,how to add another folder in existing repository.,1
@WhiteSiroi,thank you,1
@krithikrajavelu6096,"Clone with SSH didnt work for me, I think I need to setup the keys , I cloned with https",1
@MrSom6,"Hi, can I have your Transkription as a pdf please?",1
@braxion-xyz,amazing video,1
@ThatGuy68580,git diff does not work for me only when I enter the name of another branch does it work,1
@ripplesr5655,30.50 is where you wanna put on you Men in black shades before it hits 30.52. You're welcome.,1
-,LMUR 1,1
@masoodhosseinifard4178,Perfect!,1
@arunkrishnan4237,Thanks :).,1
@getabegaz,Thanks,1
@acestandard6315,Thanks,1
@ratral,Thanks,1
@arek9430,Thanks,1
@aneclip7117,day -2 git branching 75%   hahahahah done   this vedio,1
@koyenadutta5747,I did not understand the SSH key portion,1
@RajuLama-de1cf,very good,1
@shaiksameercse,"Howard will be like - ""Well Hello! cutie pie""",1
@teeI0ck,good stuff,1
@whiskysix9606,ls | grep (name of key) does not work?,1
@komaljha6246,Where to go for ssh key,1
@tuck295q,like you are not going to tell how to autocomplete in windows?,1
@antoniopedrorodrigues2377,"just keeping track of the time by bois
day 1 17:23",1
@joemasu,This is lit!!!,1
@YSL-j1t,precise,1
@BlackHawkDown2,"25:44 git push origin main 

(not master) ",1
@childintime6453,Does anybody know what vs code theme is she using?,1
@joemato,"Mararmi ring confidential fund ang HAMAS na ginamit nila sa personal gain nila at hindi para sa mga palestino. Parang similar dito sa Pilipinas yarn, di ba Sara?",1
@premanshrestha4219,Thank u,1
@timetoskillup,awesome !!!,1
@MrChris64251,Amazing,1
@comedywala2102,Oh so ur grandfather write a Faraday 1st law,1
@SaimonIslam-f5t,Nice video,1
@TEKEKOLAWOLE,i could not link my repo to the terminal u guys should update you video!!!!!!!!!!!,1
@alessandroagozzino5827,Praticamenti chista 'nsigna prima a mettiti i scarpi e poi i canzetti.,1
@fraudude3841,hey!! i cant connect ssh key and ssh agent in windows can anyone help me,1
@bernym4047,'la' works for linux also.,1
@turtle421,"Hi, Randy Orton....",1
@codevanie-misery,Great!!!!,1
@diegogutierrez3384,Nice video,1
@loucheabdji7755,Perfect,1
@amosmwangi2707,(15.28) i was unable to change directory,1
@uberfu,LINUX-MACOS > I cannot speak for Linux ... BUT MACOS DOES NOT come with Git preinstalled !! If a user has installed XCode for development purposes - THAT (XCode) will install Git during that installation process. Otherwise the user does in fact need to install Git on MACOS first before using it.,1
@MohaenAb.n,wonderfull,1
@Archanadgupta9,awesome,1
@istiakjisun9233,why ls -la isnt working?,1
@rajugoud6465,Awesome,1
@e.jrtonio2933,Nice,1
@MichaelFlynn0,that was good,1
@akhileshgoel339,great,1
@BhavanaValluru,Can you share the ppt ?,1
@ramnareshjharamya,Great #AIGURUJE,1
@Mamdouh-s4c,"Instead of ""git push origin master"".... use ""git push origin main"" as starting Oct. 2020, any new repository is created with the default branch main, not master.",1
@HousseinDroubi-o9i,Hey. Good,1
@GIRISUBRAHMANYA,thnq,1
@MohamedAli-vp6lf,AWESOME,1
@DrMerge,AWESOME,1
@donreji,can someone tell me how to get autocompletion,1
@Pain6944_,43:25 Pull Request,1
@shineLouisShine,"I wish the SSH would actually work :(

Thanks anyway",1
@RM-xr8lq,"the end to programV1.java, programV2.java, programFINAL.java, programACTUALFINAL.java",1
@djohnworthy1040,git cd .... not working for me.,1
@АнастасіяПлюхіна,cool video),1
@soothingsounds-ii7bv,nice,1
@masterohsxls,excellent x10000,1
@basurabasura,tyty!!!,1
@inochifumetsu,Why is it you have to change playback speed to 1.25x to get her to talk like a human being...,1
@kapilsingh-xp9md,increase playback speed to 1.25,1
@parazeni,anyway love u,1
@johndee2990, @evanwest4751 is acts like a massive Baguette,1
@aneclip7117,day -1 26:00,1
@ВасилийЧижов-э6ю,cool video),1
@subhamprasad1172,Getting problem with ssh keys in windows can someone help,1
@Adventures_English,"If using Git Bash on Windows switch  ""~ cat"" with ""cat ~""    This took me a while to figure out...",1
@tatakaetatakae3358,1.25x feels like the normal speed.,1
@peterkimulisa5087,la  -ls didn't work on windows.ls did,1
@asmae1237,tysm<3,1
@gloriabartomeus458,Note to self: vist,1
@apprananpil,day1: 28:00,1
@aftershanman5928,is it me or her rep does not work,1
@Arnius_Music,"Am I the only one being crashed under the whole ssh key thing and permissions? Why is it so complicated. Bro it's me. ""PERMISSION DENIED""!!!",1
@slapmyfunkybass,"Useful, but branching was far too detailed and advanced, should have just been a quick introduction into it. This topic went on for far too long.",1
@AmosNgeno-vc6go,How can I download gif?,1
@zitafanzy,"Watch this in 1.5 speed 
Thank me later",1
@jef4300,-,1
@shivambhardwaj6809,done,1
@joelpetersony2002,20:33,1
@tubex1300,you didnt show of add ssh key on minute 14:55,1
@dddddeeeevvvvvv,"everything was fine until ""undoing git"" chapter",1
@jasdancer20,had to listen at at least 1.5 speed,1
@kunnu_4,0:33 / 1:08:29,1
@yusufavsar6328,27:18,1
@joshua6765,"14:59
24:37",1
@chuchu29k3,33:00,1
@Spark_T_ai,33:00,1
@chacha-dh1gj,27:00,1
@mahipalmahato7648,6:49,1
@doublebeefstew,59:42,1
@salahuddinbangash4785,I am groot !,1
@srirajjayaprakash,21:27,1
@ngabohakiza3988,Dig the haricut,1
@sunshine-by2kl,20:39,1
@malleckmelon2086,6:00,1
@FirstLast-ws7zw,36:00,1
@sameergarg8164,35:00,1
@FanWrenEvans20nam,15:27,1
@jiren8991,47:40,1
@natancent1,29:56,1
@piyush_kumarkhg10,30:21,1
@jessgeorgesaji6263,25:25,1
@EmeraldAerith,Earthbound.,1
@shashwatsingh276,25:25,1
@rfiiostd,32:39,1
@sasuke3737,dont waste time guys,1
@글로벌바이오메디-q6s,"2024.8.3 1회차
30:36",1
@Nim2,32:35,1
@skins3738,give me a dummy version please,1
@mahedul,32:42,1
@originaldouayrheims,Nice! With time you'll finally become Catholic.,1
@narutorahat4769,44:31,1
@dimitris2691982,why git push origin master ... ???? git push https... and all good!!!,1
@Joons_girl,15.44,1
@tanweerchiktay,Hi,1
@ahmadserhal5939,audio so mute,1
@perseusz1691,Me afer knowing how to fork some one's else code ,1
@guffgaffs7427,20:10,1
@JaySsavge,NGL she pretty af,1
@collectorX,tanQ,1
@026maheshkumars7,not giving all necessary information Some little channels are always superior to such vedio.,1
@accountforeveryone-p4b,"drbha 
Ah la",1
@Steph.uwu.123,Most of this is very outdated and not correct anymore,1
@v0id_d3m0n,55:18 gay flag. nice.,1
@thechoosen4240,"Good job bro, JESUS IS COMING BACK VERY SOON;WATCH AND PREPARE",1
@inushapeiris,:),1
@thestreamer1481,"too fast and not will explained , not really beginner friendly
i found this more clear : /watch?v=ulQA5tjJark",1
@KrishGujariya,test comment1,1
@g-jalil6961,Messy((,1
@YoYo-ls6pp,11,1
@ilyaerr5681,"to be honest a very poor tutorial , got the views only thanks to the channel",1
@spowrei,i think the course could be simpler,1
@xyzpg,i have never seen such a horrible  teacher in my whole life,1
@jacobmiller-y7i,can you speak just faster ? Jesus,1
