Username,Comment
@wesdavis8011,"I have a question , are you generating your SSH key on gitbash or on the command line on your text editor? 
Thanks and I love the video!"
@sebastianlozano7707,Awesome video! Thanks so much!
@giuseppebuonomo7241,Thank you! All very clear.
@sandeepthakur5962,"Gwen great video for beginner like me  
What is the difference between fork and clone?"
@afaqjaved4378,"I think instead of ""ls -la"" typing ""dir"" in terminal provides more information and also tells you the size of files"
@TheZiommati,"Great tutorial, thank you!"
@MinhTran-sl7kc,Thank you for your hardwork!
@ঋতুপর্ণা,"Thank you very much, you are very helpful ️"
@lilianamilano3707,Wonderful video. Thank you!
@scroopynoopers9824,"having trouble at at 25:25  
for some reason i no longer in the demo-repo folder. My terminal wont allow me to run any commands. I can type but hitting ""enter"" only moves the cursor one line down. What's happneing?"
@ramprasadsomaraju3889,thanks gwen its very engaging as well
@matthewsiebenga3252,"thanks for the help, from puerto rico"
@kytv9000,"At 21:22, why do you have to generate the ssh keys using your github email address? When my github account email is set to be private, I have to expose it in my ssh pub key now?"
@MonaAhmednafea,"Hello,
first and foremost I want to thank you for this tutorial 
it's my first time dealing with git and those things and you make It clear to me
I have a question 
when cloning, I found an error that I couldn't solve as it didn't clone using the SSH key so I used the HTTP to clone but later on you make a SSH key to push on the repo 
so, what is the difference between using ssh or HTTP like I've done?"
@nowshinpial3267,"Thank you so much, excellent video."
@sihanzhang636,Very useful. Thanks a lot!
@gwaliwamashaka8724,Amazing tutorial. Thanks
@anantajamdhade5683,Very clear explanation
@duynguyenhoang5073,"Super useful video, thanks!"
@NaftuliSinger,"That was amazing, thank you."
@nelsonberm3910,Thank you so much I leARNED SO Much!
@sp3ct3r71,thankz for this great tutorial series
@mfawzi75,"Thank you very much, it was amazing explenation"
@KamranImranli,Excellent tutorial 
@Kar98kMP40,u should have given the ssh key tutorial a little earlier in the video chapter section as its imp to connect the local machine to the github account
@bigmikedev,I ended up having to go to stackoverflow to get assistance with the ssh-add part
@andy1z,It was best tutorial thank you so much!
@oscarhenry7412,"I really enjoyed the video, very informative"
@studymasterguide,"Great tutorial. Quick question though, after deleting the branch (feature readme instructions) locally, we didn't commit or push to GitHub, so is the branch automatically deleted?? Thanks"
@Skywalker7045,very nice thanks i now work in ibm
@dakperera4444,"feel kinda dumb to ask this one, but I actually got lost around 26:40, when she moved demo-repo2 out of the demo-repo file structure.  It's not obvious to me how she did that, and I can't just drag it out, I tried.  I'm using a mac.  Help would be appreciated, thanks."
@guillermopereyralucero,"Thank you, very good video! "
@LeighRobinsonBushcraft,21.19 I try to generate the key and get zsh: permission denied. Any help would be appreciated please. Figured it out. You've left Visual Studio Code and gone to your Mac terminal to generate the key. 25.22 It's like you've given up and gone 'read the docs. Here's the link'. I'm stuck here as well and can't get past it. Please do an update of this tutorial.
@andreslemuscaballero9885,great tutorial. Thank you!
@ro_hax,very awesome. thanks for the content!
@nelsonberm3910,Thank you so much for allthe knowledge
@veehope2702,I think for some people it would just be easier to pick this information up from the github website itself.
@MrRisn,OMG this tutorial was amazing!  and exactly what i needed! I watched many about the subject but this one is pure gold!! much love and thank you for your effort! subbed <3
@theamithsingh,best git tutorial ever!
@Tek_D-tt2bu,I learned a lot from this video
@oriashkenazi4306,"amazing thank you, very practical ."
@georgiana1788,Very useful! Thank you! 
@-v-6587,Thanks it was very helpful 
@nikolozi1986,"everything is ok but master is not appear for me idk why mac M1 have 
all push all appears this name how change and how get master idk"
@currenttrendtv8920,Should a key be generated when you are working in https? or you just do your push directly?
@raghavbhardwaj3192,"Great tutorial, Gwen!"
@kia808,Thank you so much gwen 
@andrerodon3921,Thank you for this video!
@guilhermecampos8313,I need an advice about account creation. What do you guys recommend? Should I use a personal email for Github or I should create a professional email for it?
@TheFirebolt2010,Absolutely loved it!
@avciua8082,Is 12 pm while I am watching this video and the bright theme just bilded me
@olivierc.8364,"@15:04, you clone with SSH while the section on SSH is later in your tutorial. Why?"
@RHSGH,Thanks a lot for sharing your knowledge.
@TimeTraveler1900,Awesome video! Thank you
@jojomailafiya1487,"Hey, I still don't understand Git branching buh imma just watch again and see"
@mishalinhart1872,Thanks!
@mohsenpasdar8159,"The video was great, but there were too many ads. I wish there were fewer ads—it was quite distracting!"
@raman2954,"Another query is on branching.
When we want to switch between branches we use ""git checkout"" command. 
Let us say we are on a feature branch. To move to Master branch, we use ""git checkout"" command. 
But, checkout has a different meaning.
What has the word ""checkout"" got to do with switching please?"
@yakubujulia9096,"Am stuck at 24:17
That part isn't working for me cause am using windows
please I need help"
@etelkin,Great explanation!
@shawnxihaowu,Thank you for this video!
@abdulkadirbiffo8937,"at 32:21, I think git innit is missing ..."
@DenizTurkben,"That's great video, thanks!"
@empitrix,Learned lots of things!
@mirogeorgiev7095,"Not bad, congratulations and thank you."
@abhirajbhatta1967,"great video, helped a lot"
@RashidAli-ko8ul,thank you thats is very helpful for me
@hddh5917,Learning how to save your code is more complex than coding itself.
@arunjithr5984,Why merge conflicts came at 54:40? Can anyone please explain.
@christopherwashington9448,"Great tutorial! But I still have a question and couldn't figure out.
""git push -u origin branch_name""
The branch_name here is the current local branch or the remote branch?
People give different answers about it!
Thanks!"
@AyushKumar-kz7or,excellent session...!!!
@prabhdeep155,"The lady has beautiful aura and excellent clear voice , which is easily understandable."
@andyjones593,"Hi Gwen @FaradayAcademy
Thank you very much for this Git for beginners - Crash Course!
I have an issue and created an SSH key with an incorrect email address! What can I do to correct this?
I tried a Stackoverflow solutions for editing and removing the key, but they both threw up errors!
Can you please help?
Many thanks "
@Sjjeien,"Moral of the story :

Dont watch this tutorial unless you have mac or linux os"
@FazalWadood-nr4lp,how do we list everything including hidden on windows in 16:37
@hemanthbysani592,Thanks a lot for the amazing video
@talaqalotaibi,الي فهمته اذا بحساب تفقد المحتوى ولذا بدون حساب يستهدف المحتوى لو انك فوق سطح القمر 
@daglok3196,"omg its so great, you are great teacher"
@michaelwilkinson8531,Really loved it thanks
@bhavatarini5995,That was a great tutorial.
@dbhat3339,Why cant all courses be so clear and good?
@NgmNipsey,Thanks for the great work
@yuerongzhi,"We do git push request instead for pushing my branch's change to master branch, not git pull request"
@SagarSingh-ie8tx,Very Nicely Explained ;)
@umarumarabubakar2100,it was really helpful thank you
@asmitasharma9866,This was a great course
@sanchitrahate,"25:00 it's asking me a ""authenticator pin"" after i enter ssh-add -K ~/.ssh/keygen command
What should i enter??"
@TheAIFramework,How do you get the terminal to look like that? Is it a VSCode extension or some sort of external installation... I really want it :)
@yulduzyuldasheva7462,Thanks it was helpful!
@DebugDiariess,Is this video enough to learn all there is to know about git and github
@davidbrown4868,Very nice explanation. Thank you.
@deeper_learning,Thanks for the great video.
@rptechplex,Awesome! Thank you.
@MortezaHajizadeh-o3k,"In 2025 , Its steel the best video for begginers!"
@madrukus5833,super detailed thanks
@haydenlloyd2415,Thank you Gwen!
@dinushachathuranga7657,Thanks a lot for amazing video
@hbsvidu,"Thanks 
This is very useful"
@ThatWeirdThing21,"excelent video, thanks"
@adam-r7g,"hello, i tried to follow the demo and got stuck naming the repo file.... 
Couldn't check availability in red. any tips?"
@farrukhfida212,Thanks.. i learn a lot
@karim8030,excellent explanations
@bobdaawid2218,"Just little confusion on the ssh key section.

Setting up an SSH is it only needed in a cloned project  to push the project?"
@sathwikcm7,"i did not understand the part SSH part , where does she types all that ?? terminal ?? GITBASH?? where i am not able to get it !! someone please help me"
@MultiPauleee,"question: on 25:20 when adding your ssh private key to the ssh-agent.. it asks me for a authentification PIN..? what pin is that.
thank you very much for your help guys"
@moufdibafdel3534,thank you great job great job  
@euphrates9083,you are a great person mam
@HAMMADMUSTAFA-x3d,Thanks for this!
@kashyabmaharjan,Thank you for the video.
@fishertech,"20:32 to 20:36, can someone explain what happened? Do I type the SSH key related stuff in the terminal in the local repo? The sudden screen change has me thrown off. 
Now if that is the case (I tried in the terminal and I was able to generate a key - how do I list the keys? ls | grep keyname does not work. I am on Windows. I tried ls -la | grep keyname too. Total beginner here"
@solangebrugnatelli,"Girl, you are awesome!"
@JacMarTim,Great tutorial!
@pankajsehrawat1719,super duper beginner tutorial.
@shane045,Great explanation
@platanoutp9288,"That was a great explanation, thank you so much for this video "
@ernestogonzalez9897,"I'm having trouble understanding the 'origin master' part. It's not creating a folder, is it just a background word we use as reference? Not sure I'm understanding it's connection to this."
@mpack235,"As this is the first time i'm learning git, i feel sometimes confused about what you explain, and i'm not sure if it's because you don't explain it well, or is it just me expecting git to be perfect? in the end you still know more then i do so i'll compare your explanation to kevin or forest knight.
i started watching these guys first then since i trust freecodecamp's organized style of explaining things(  because i learn from them), i started with your video first.

when i watched kevin's git tutorial, i noticed for unstaging he used restore -staged not reset, also for branching he used git branch branch_new_name but you used checkout ...
thanks , you slow speech helped stabilize first-impact ideas of git in my head. =)
happy coding."
@LANDANDEVENECIA,so helpful thank you!
@EscapistCoder,at 20:58 what terminal she is using?
@olinabin2004,"for personal purpose:)

git branching --later
undoing --later"
@xkr2,"Excellent video! 
You touched upon many of the common use cases in an hour. Also loved how you talked about 2 specific workflows, one which is entirely on Git vs the other one via GitHub and which involves pull requests, the more typical case for some users. Really good:)"
@markfalk,Great tutorial!
@farahnissa8018,thank you gwen! :)
@mmuja929,"thank you, great video"
@Codian-ug7gg,Thank you Gwen!
@markndibui,Thank you for this.
@paul-cl3el,what extension  that is used in the video that can show the detail information in the terminal ?
@lucasduarte4859,23:42 ctrl + shift + c → copy from terminal
@ЯИСЛАМ-ь3ж,very useful THANKS!
@Mahdi_gh_sh,It was very usefull and great
@437A07鄭芳雯,nice video! really helpful~~
@fakhrikharrat,Thanks  EXCELLENT VIDEO
@mecharenastuff,"Is there any way to customize my personal dashboard? I'm so. close to creating the perfect workflow, I just need to edit what shows up in the ""browse activity"" section!"
@sohamagarwal00,amazing tutorial!
@kourosh234,"Is there a way to create push request for already committed and pushed work on github?
I want to create a pull request for each of my previously committed work on main branch"
@MrMortonFizzback,"This was super helpful, thank youu"
@JavaArise,Am using intellij how do I go about it?. Since you are using visual studio for the tutorial.
@jalacson355,Help - The file .ssh/config does not exist. I tried adding the file using touch ~/.ssh/config but did not create the file -now I'm stuck
@WarisHussain-p3x,where did you created keys after doing a commit you showed how to create a key but didn't tell where what did you use did terminal for the push
@Utube87madg,"thank you , you are a great  at teaching"
@vsivakrishna9647,you are doing god's work :)
@artiyadav9825,In case someone's commit button is not working(greyed out) try disabling the adblocker. (I spent 15 days searching for the solution)
@abdiqaniaden4976,I was stucked at creating SSH key. please add that to course next time
@kasamadhu3509,"great teaching , thank you"
@ickletech2960,thanks learned a lot
@idanlib,"I can't get VSCode to recognize git, not matter what I do. I have tried adding the git.path property with the path given to me by ""where git"" in GitBash. Nothing. Has anyone encountered this before?"
@doncorleon734,That’s was really helpful
@hirenmistry007,Thanks. Very useful..
@kubraisik6762,This tutorial has been published three years ago. Do you think this is still up to date and meet current needs?
@juliuscesar4176,"Outstanding, a dumb old guy like me can follow, thanks"
@namanchhabra4136,Appreciable 
@sagarjain9203,The groot behind made me smile
@bobby770,Thank you so much ma'am
@Manikandan-nn2bw,Loved it 
@phanquochung3924,Great teacher
@QaiserMuhammad,Simply Perfect
@lordhuzi3316,hey great turorial BTW are u actually a descendent of Micahel Faraday or what is your relation to the Great MIcahel Faraday
@mustaphamomo9315,Thank you so much !
@mrpromisetv469,"I stop at 15.08. 
After cloning 
Git Demo didnot work, wot d solution. I need help"
@ayushsrivastava9364,"As the video is 3 years old, wanted to ask if this is still valid or are sections outdated due to any updates/revisions? Pinging @FaradayAcademy as well"
@moustafagebal5366,What is the name of the terminal you are using? I cant see branch names as I am working in windows power shell.
@mukarramhaq3663,"Whenever I try to run ""git diff <name of the branch>"" my terminal is not showing me any changes. Anyone else encountered the same problem?"
@haniffaris8917,"It's kinda confusing that a pull request is actually a request to merge branches, and not a request to pull a branch."
@johndeboer8597,Very good course!
@MarkRakitin,Hi! Good course!
@Native7i,"Is this Crash Course due for a new revision or need updated Course?
Thanks!"
@brioquery,Excellent video.
@rakenduvadana2275,Thank you so much!
@لوسيفرجبريل,that was good. thank you
@dbetawebagency,Great work!
@alibacyari,Thanks for this video
@chelsealeggatt9167,"i just tried to the download my github repo to Vscode but mine comes up error? have i saved something wrong? my file is already being worked on so i have my html, JS and CSS already in there."
@ndemazizou9866,Great tutorial
@yoavmor9002,51:52 General Kenobi!
@addadd8784,Thank you very much.
@senecio6640,Ooh!! That's a lot of info
@sayedbasha3902,nice explanation
@joannetsai8124,Thank you so much!!
@dustinhxc,Thank you! 
@dgtlalchmst,"FWIW, 

git add vs git commit
----------------------------------
- ""git add"" sends a modified file in your working repository to the staging area; files are NOT committed
- ""git commit"" saves files from the staging area; takes a snapshot of your repository's current state, and creates a new revision with a log. each version has a unique identifier.

commit vs push
--------------------------
- commit only saves files locally 
- push sends committed (saved) files to a [specified] remote repository

working directory --> staging area --> local repository --> remote repository
--------------------------------------------------------------------------------------------------------------------------
working directory files are sent to the staging area via ""git add"". 
staging area files are added and saved to your local repository via ""git commit"".
local repository files are added to a remote repository via ""git push"".

the rabbit hole is deep. Happy new years!"
@Aldelirium,the whole Adding your SSH key to the ssh-agent thing did not work.
@burakkurt5155,Thanks for video.
@reda-w4g,"Uh, I'm extremely confused about branching have no idea what will I do whenever I need to branch and merge and all that stuff.."
@ZhannieOrlova,can you deploy different branches without merging them together?
@leonnorlazami2304,"When I use git push origin main, I have an error Permission to theLeoNoir/demo-repo.git denied to leonorlazami.
fatal: Could not read from remote repository.      

Please make sure you have the correct access rights
and the repository exists.
I did everything the github docs said"
@amanthasandun,what is the extension that you use for vscode teminal
@bestofkings9793,i tried to bring up the .git file with the code you gave it does'nt work
@antudippolito1183,"really usefull, thanks"
@angelinaceppaluni811,When I try to follow along I am met with an error message. Is there something I should be doing differently?
@玩家1-k2t,"59:00
watched, thx a lot"
@memohamed5046,Is this enough basics for both git and github? Is it still valid?
@Me-kt3gh,"For me, hitting tab does not autocomplete the branch names. any ideas?

Also, my terminal has the entire directory which is quite ugly. How do I get it to be just the folder name?
I'm also curious if it is just a windows thing, but my terminal doesn't specify which branch I am in. The only way to tell is to do the git branch command. Is there a way to change that?"
@drewstowell5926,"I keep getting stuck at the ""Cloning through VS Code"" part. I try using the git clone command, and VS says it doesn't recognize that command. I'm on Windows, not sure what I'm doing wrong. I've followed everything up to that point and it was working fine.

Update: I closed out of Visual Studio and ran Git Bash to see if it would do anything. I closed GB and the next time I opened VSC, I could use the git clone command."
@oliverfuchs8198,"Hello. I am using Linux Mint. How can I toggle the command prompt like you have? A Git repository is automatically detected and the branch is displayed in the prompt.
Thanks
Best regards
Oliver Fuchs"
@melkonya,Hi I am ahving some problem  of error: failed to push some refs to 'origin'. I have used ssh and didn't get any errors sofar coming to the push section of the video. Please let me know what to do.
@cse10allenzopaul59,"For the 2024 viewers it is ""git push origin main"" as per the latest updates"
@abdulkadirbiffo8937,"1:01:19, ""git reset [hash] or git reset --hard [hash]"" is not working for me."
@rudranshagg2580,"Saving key ""testkey"" failed: Permission denied -- I am getting this error while genertating the ssh key.Can anyone solve it ,please. I  tried searchin on the web but I got nothing "
@Typhoon860,I never see git master and git status doesn't work. I have clicked and typed everything exactly as you said.
@godaimer999,40:00 merge branches
@ZerubabelJember,"super special thank you so much:
You helped me a lot and teach me all the concepts of git and GitHub just by holding my hand!!"
@tadm123,"hi guys I think the generation of SSH keys should be at the beggining before starting to code in git, I was wrapping my head how did you even got Git to work and search in youtube for SSH keys generation :/"
@crispytek6783,"whenever I make changes to the file they are highlighted as red or green but are never marked modified and hence the git status command does not detect it and just says that there are no changes that are unstaged... please help, I simply CANNOT find a solution to this anywhere on the internet"
@dingdongman5784,"After generating the key when I go to the add key part it says no such file or directory. Saw a couple comments saying I need to switch yo the .ssh folder on my device, but it simply doesnt exist for some reason?? Ive generated the keys in a couple different ways still cant seem to find the ssh folder on my device. any help will be greatly appreciated."
@jamalyarfoor5798,"OK, great to know!"
@kiwioil0c697,"For anyone who got confused in the SSH key part

https://www.youtube.com/watch?v=mNtQ55quG9M

Use this to learn how to make a key
from what ive learnt
an SSH key is basically something you can use to like push something to ur repo safely with encryption n stuff"
@excelakachukwu2660,Can i use git with the http format rather than the ssh route?
@muralikrishna7249,IS IT NOT USEFUL FOR WINDOWS ? I mean windows terminal would be different from other OS right?
@aaryaaa933,"36:46 q to exit git branch
37:00 git checkout"
@junaiid0104,THANK YOU MAM !!!!
@bhavyashah3249,"wait she said we need ssh keys to push to github, but we were able to do it without ssh in the example before right? can someone please kindly explain :)"
@mukuliskul,Amazing video!!
@mojtabanourani9988,Awsome! thanks
@manarelnemsa,Thank you 
@BomalDeSilva,Thank you !
@757noi6,anyone knows what the extension is to see for the options in the headers when encountering a merge conflict. I can't seem to see it when i have a merge conflict
@CodeWithPROSPER,U guys make it sound hard
@sambat2193,Didn’t even realize GitHub had a light mode
@arminmesic7273,"Update this video. So many things have changed. And make one for windows as well, we are not all using Mac OS. Couldn´t complete it"
@alhassanmohammed9337,"well tought, thanks."
@ddw1518,"Hi all,
does anyone knows why my terminal only shows the folder name only, the git:(master) doesn't show at all? And my terminal is only  white color, how do I get the extra features of terminal like Gwen Faraday ? Thank you."
@HearsH96,"She didn’t explain the importance of directory matching for terminal, ssh authentication.
I still haven’t solved my failed connection to GitHub servers to clone the repository"
@bugi6606,This is so good video.
@vigneshramanathan6108,"I felt like a pictorial example for Push, pull and merge commands would have been more helpfull."
@akinwalefemi8728, you make my year
@sinner4453,Thanks a ton!!
@zonyzipper7589,Great video!
@spianny,Thanks!!
@cool_doge_33,Thanks a lot!
@mohamedsalimcharghy3195,Hey to everyone watching the Video nowadays you should know that they have changed the Name Master to main
@mycollegeLife.,thankyou faraday
@ftballhub,Nice video but you should probably have shown how to use it on other OS.
@poojasuresh8474,"For Windows its ""ls"" right ..to check all the files on that directory?"
@heshamabuzaid4293,thank you so much.
@himu1901,"After ""git push origin master"" command, I am getting this error in VS Code -

ERROR: Repository not found.
fatal: Could not read from remote repository.

Please make sure you have the correct access rights
and the repository exists.

Help."
@Gochi2000,under ssh keys.. how did you return the testkeys(pub and private)...it just magically appeared
@Ricocase,Are ‘clone’ and ‘pull’ synonymous?
@nayeemx11,"Mam, I have facing some problem on GitHub, can you please solve it.

After pushing my flutter project, the language specification is showing the project is written in C++ mostly. But this project is written in Dart."
@sulemanjamali9162,"Hey, I am having trouble in the ""git push origin master "" part, some error is coming "" error: src refspec master does not match any"". Can someone please help me out? Thanks"
@stanybenny7592,fatal: Could not read from remote repository. When trying to pull it to VSC. How to fix?
@Ndunda_Kelvin,"When i write cd demo it tells me no such  file or directory. When i refer to it as demo-repo yes i go to the folder but no master. Don't judge me, just new to git."
@RabeeQasem,"how to make the terminal show the ""filename"" git:(branch) rather than the path"
@rolco6536,"I still don't understand about SSH Public and Private key, could you please explain it with simpler explanantion? :)"
@michaelday6987,"Just an FYI. In 2023, the origin branch is now Main, not master."
@irokovictor5782,Thank you!!
@crystalthedeveloper,Thank you! 
@akinwunmiorioke5848,What is the difference between clone and pull command
@gamezszsz,when I would try git push it would prompt me for a username and password for github. and the password wasn't my github password it I had to generate a personal access token. have no idea why that didn't happen in the vid so confusing
@jesse810,I'm Havering over this darn thing I can't get registered because I have ppl who feel the need to control everything and every one!
@niramay17,"can anyone help me with the SSH key and then adding it, I'm on Windows and I'm lost"
@AlinaKlein953,that was just perfect
@patrick-royce,excellent! 
@mannistudio,"Luv'd this course.  BUT, I got myself in a bit of a jam.  I was in a directory that has several sub-dirs which also contain files.  I believe I accidentally typed in:  git add . (dot) which then added every subdir + files into git as untracked.  Not good as I now have many, many dirs & files in untracked status.  I did not do a commit (thank gawd).  So, i tried all kinds of combos of:  git clean;  git clean -fd & git rm --cached on just a few files or on a subdir/files (backed up of course) and found that these commands actually delete the file on disk along with untracked files in the work area.  This is really bad.  So how do I back out of this predicament? Here is an example.  Each dir ha many files:

$ git status -s
?? ./
?? ../Javascript/
?? ../SquareAPI/
?? ../Project X/
?? ../Project Y/"
@itsgojoverfr,"I wonder if anyone had the same problem as me when I used 'git push origin master' command in my CLI. Turns out the branch isn't called 'master' anymore, now its called 'main'. So try 'git push origin main' instead"
@miquelmauri5277,When I become a programmer I will make something so people do not have to study a college grade just to upload code
@aliassaf8782,great intro
@universal1755,very helpful.
@raidoung4100,"1:07:00 just for my reference ;d gotta go back 15 seconds if something ,i dont think i slash well ;d kurf malo, nastepnego dnia musze wiecej zrobic hehehe"
@D4FChennel,"yes . she is great then great. Love it , thx . XRP to the moon"
@windsendless3051,That's awesome!
@BethaAlpha,Thanks 
@keler50213,great video!
@loganbender1562,"A good tutorial but now outdated, as the git Hub UI and options have changed a bit in `22 ; you have to figure some stuff out."
@ashwinkapile1638,Great Video !
@havehalkow,So if I use Sublime text instead of visual studio than I can't use github
@aadityamittal3588,Great video...
@kanteez,Thank you.
@SGTrainingStable,How do you upload an entire project folder to GitHub?
@trenholmelodge1820,"All these great videos that are difficult to read because it is white on BLACK., unless this is something I can change but I have not been able to find a setting that will do this. Please change to black on white."
@isscaibnzehra8717,Thank You!!!!
@jeddforschool8102,"I was so lost at 17:27 when the ""M"" appears next to the README file name. Took me forever to realize you have to save the current file you're in for that to appear. Seems like an important thing to mention."
@sonickiller,Done. Thanku
@salahal_salahi3935,Thanks 
@malpa3,It was really good
@zoserquenaya3193,thanks a lot!
@edu_stuff_code2201,"22:51 windows equivalent of cat is ""type"""
@sepehrnem9773,Thank you :)
@Black-xy4pj,thank you!
@hemangseth3726,Which OS are you using ig it is not debian based?
@MACDOLLARTV,"kindly help me out.
got stack generating the ssh key. using windows"
@wwaqashussain,Thanks
@TheShmrsh,i still really dont get why i have to use those commands if Visual code does this perfectly fine in UI
@akkibhatt,great job
@vovamiix,thank you !!!
@apssaraganesh1514,What is the difference between command line interface and command line?
@willmelvin1384,you go girl.
@lydiamakena8836,Thankyou 
@vatroslavzapletal6428,can you make an update? github has changed the pages menu. Iam confused
@gporto.,Note to self: the stuff you always spend an embarrassing amount of time searching for is @ 26:39
@bele44,How come i have main with first repo-demo and with repo-demo2 i have master?
@kiplimosimon1429,Amazing content
@KnOtoUt,very helpful
@frankhinrichsen5643,Is there a way to create the REPO from code?
@tomasmatusek6292,"the autocomplete not working for ins, it work for me only for fea(then it autocomplete the word)"
@MattLozier314,when I issue: $ git push origin main  I am prompted for my github credentials.  I enter them but then recieve a message that this form of authentication is no longer supported.  Anyone else have this problem?
@So_Much_WiNNiNG,"so ""fork"" is nothing more then choice of term/diction? its just as easy to call it ""clone"" if clone wasnt already used? your taking an entire set of code with branches and all and start playing with it yourself? then you want to say "" hey i made some useful changes "" and you do a pull request that the main branch owner would have to accept? would it then become a branch? feedback: you look great with longer hair.."
@jelena6997,"could you help me please visual studio encoder says that it doesnt recognize the ""git"" word when i want to pull the repo from github please if anyone has a solution i will be so grateful"
@daniellaregal7432,Hey guys I'm having issues with the ssh key and agent parts partly because I'm using a Windows and she's using a Mac so I'm confused. I keep trying to add the ssh key to the ssh-agent but the terminal keeps telling me that there is no test key file and the test key is literally there
@lucksimi3320,"Hi

How to copy the repo to python and run it? thanks"
@LuisVillafranca,"I'm not getting the same thing. When I write ""code clone"" I get a prompt that says ""bash: code: command not found"" Can anyone help please :)"
@sagardarade,Perfect 
@wownnames,"hi - this is a great tutorial. thank you posting. a couple of comments:
1. it would have been super helpful to show how to set up ssh earlier on. I struggled because I had never set up an SSH key in GitHub and the way the tutorial is laid out it is unclear how to set up SSH. I found my answer on stack overflow however.

2. how do you get your terminal to be set up like that where it shows the branch? my terminal doesn't show anything to indicate I am in git or which branch I am in (not in VS code and not in terminal either). 

thanks again!"
@mrmotomoto,Wonderful!
@TrueWolfY,"51:51
General Kenobi"
@TheViralGeek,"if i had made a webpage using html and css.
NOW HOW TO MENTION THIS PROJECT on resume?????
is there any way????"
@Smithandwess,"My vscode terminal doesn't display the current branch like Gwen's does. I'm on mac also, anyone found the solution to this ?"
@superbin6021,what a sweet voice
@dng7470,Thank you!
@kofiboateng2153,Good job
@asaadfayyaz,Thank you
@StepanIzvolskii,Thank you
@ellepress,Thank you
@Alain9-1,Thank you
@RulesofNature_Maths,Thank you
@rahulsaichintala6660,Thank you
@hereliesadvaith,Thank you
@kguruprasad2121,Thank you
@marvelouschinedozie1373,Perfect 
@notlight4968,THANK YOU
@rajatthakur7312,"Why do you keep clearing the screen every second? otherwise it is a very good video, thank you"
@ARShortVideo,how are in git setup in install to termux i all command very information in termux to git setup
@kyoungkang552,awesome video.
@ankushmaity2635,"git cd demo is not working it shows me --
'cd' is not a git command. See 'git --help'"
@astrodeeptej,ssh key part for windows?
@runefimland6208,"Hi
You use pbcopy command. That is exclusively for mac. Linux do not have that command."
@tomduke558,i like your voice indeed
@anakdosq2406,Thanks sir
@Ed-ip2sg,This was a good tutorial but it’s getting a little out of date.  Still able to figure things out.
@sebesh717,very helpfull
@berhanuworkie4744,Woow !!! Amazing!!!
@chrisk19791,How... tf... did she move that demo-repo2 folder outside of the demo-repo folder after creating it inside it???
@josephaggrey9972,Nice one
@vikihamburgrová,in what do you run the ssh code
@harunrhimu,Thanks for quitting the fear of git and github.
@OpeLeke,"with due respect, this tutorial went awry right around the 15 min mark. All the best"
@nasima595,Yousaf Kamal ️️️️️
@bassycounter,either i'm brain dead or literally every single resource I've tried using to set up ssh so I can clone my own repo to my machine is false information.
@aubCodes,thank you
@ilya_123__,thank you
@payek6221,thank you
@ahmedaminebenelmalih2353,"there was an update in github..
i hope nothing big was charged"
@infintylyf2868,how to add another folder in existing repository.
@WhiteSiroi,thank you
@krithikrajavelu6096,"Clone with SSH didnt work for me, I think I need to setup the keys , I cloned with https"
@MrSom6,"Hi, can I have your Transkription as a pdf please?"
@braxion-xyz,amazing video
@ThatGuy68580,git diff does not work for me only when I enter the name of another branch does it work
@ripplesr5655,30.50 is where you wanna put on you Men in black shades before it hits 30.52. You're welcome.
@SergejBichek,"sorry I got only until 17 minutes and already got 3 problems
1)could not pull data from github 
needed to create key for ssh

2)could not open folder with command cd demo
tried with cd demo-repo and it kind of worked
(so i guess you cropped video in bad place)

3)still cant see file inside with command ls -ls

so overall hard to follow tutorial if every step is not working
maybe someone has solution that i don't know"
-,LMUR 1
@masoodhosseinifard4178,Perfect!
@frigglediggle2,"Dude, this is so discouraging. I'm trying to follow along with all these YouTube videos. I've even been asking Google Gemini for help, but I keep getting all kinds of errors and complications and I have no idea how to solve them."
@arunkrishnan4237,Thanks :).
@getabegaz,Thanks
@acestandard6315,Thanks
@ratral,Thanks
@arek9430,Thanks
@aneclip7117,day -2 git branching 75%   hahahahah done   this vedio
@koyenadutta5747,I did not understand the SSH key portion
@RajuLama-de1cf,very good
@shaiksameercse,"Howard will be like - ""Well Hello! cutie pie"""
@teeI0ck,good stuff
@whiskysix9606,ls | grep (name of key) does not work?
@tuck295q,Alot of your command give  error on my end on windows.
@komaljha6246,Where to go for ssh key
@tuck295q,like you are not going to tell how to autocomplete in windows?
@antoniopedrorodrigues2377,"just keeping track of the time by bois
day 1 17:23"
@saqlainalvi5485,The audio was really low. Couldn't hear much half the time
@joemasu,This is lit!!!
@YSL-j1t,precise
@BlackHawkDown2,"25:44 git push origin main 

(not master) "
@Proviper666,21:55 I lost it some thing
@childintime6453,Does anybody know what vs code theme is she using?
@joemato,"Mararmi ring confidential fund ang HAMAS na ginamit nila sa personal gain nila at hindi para sa mga palestino. Parang similar dito sa Pilipinas yarn, di ba Sara?"
@premanshrestha4219,Thank u
@timetoskillup,awesome !!!
@MrChris64251,Amazing
@comedywala2102,Oh so ur grandfather write a Faraday 1st law
@SaimonIslam-f5t,Nice video
@TEKEKOLAWOLE,i could not link my repo to the terminal u guys should update you video!!!!!!!!!!!
